Frame,T,Ngrid,x_center,y_center,cell_number,number_density,mean_velocity_X,mean_velocity_Y,mean_area
0.0,0.0,0.0,99.66611120652131,961.7971125750321,16.0,0.0016251538052197633,-0.0029753839708922323,0.0027341976069671157,616.322306425539
0.0,0.0,1.0,198.8892032876147,961.7971125750321,18.0,0.0018282980308722337,-0.0029364115591124815,0.0029593608075625224,490.5345794852567
0.0,0.0,2.0,298.11229536870803,961.7971125750321,18.0,0.0018282980308722337,-0.0027142017055853864,0.002054473578586258,440.36266936492575
0.0,0.0,3.0,397.33538744980143,961.7971125750321,18.0,0.0018282980308722337,-0.0028071337277728588,0.00202057832605123,596.5938898378719
0.0,0.0,4.0,496.5584795308948,961.7971125750321,21.0,0.0021330143693509395,-0.0024990013805039533,0.0018035340158990992,398.92075543495605
0.0,0.0,5.0,595.7815716119882,961.7971125750321,21.0,0.0021330143693509395,-0.0027996935115506523,0.0028197915199791694,510.8129170927889
0.0,0.0,6.0,695.0046636930816,961.7971125750321,18.0,0.0018282980308722337,-0.002423320844519817,0.0030551043230390503,546.2576740469714
0.0,0.0,7.0,794.227755774175,961.7971125750321,22.0,0.0022345864821771747,-0.0030344867787463047,0.0002693818512974895,452.51702130731405
0.0,0.0,8.0,893.4508478552683,961.7971125750321,18.0,0.0018282980308722337,-0.004864066871093857,0.003283800496712663,546.926632848576
0.0,0.0,9.0,992.6739399363616,961.7971125750321,23.0,0.00233615859500341,-0.00392219454616,0.0032287279378854605,457.7055921329888
0.0,0.0,10.0,1091.8970320174549,961.7971125750321,16.0,0.0016251538052197633,-0.0032097124063789418,0.001615694062461503,550.6499167048744
0.0,0.0,11.0,1191.1201240985483,961.7971125750321,17.0,0.0017267259180459985,-0.002770888827769377,0.0015310374560779502,502.58895475338295
0.0,0.0,12.0,99.66611120652131,862.5740204939387,16.0,0.0016251538052197633,-0.0019163919269604374,0.0022246835620401777,556.2348424893214
0.0,0.0,13.0,198.8892032876147,862.5740204939387,20.0,0.0020314422565247043,-0.002046865654331125,0.003528866179146665,519.3268010286971
0.0,0.0,14.0,298.11229536870803,862.5740204939387,19.0,0.001929870143698469,-0.0013783123868796418,0.00288555681229085,502.59745708131635
0.0,0.0,15.0,397.33538744980143,862.5740204939387,14.0,0.001422009579567293,-0.002586620996188338,0.0027065289211491176,705.1228150144556
0.0,0.0,16.0,496.5584795308948,862.5740204939387,24.0,0.002437730707829645,-0.002432764210945357,0.003223919904248603,420.4934193453419
0.0,0.0,17.0,595.7815716119882,862.5740204939387,19.0,0.001929870143698469,-0.0026928791045793808,0.0023558408259673584,513.5491094843137
0.0,0.0,18.0,695.0046636930816,862.5740204939387,17.0,0.0017267259180459985,-0.0035732786745220004,0.002956251865061929,528.1999285634147
0.0,0.0,19.0,794.227755774175,862.5740204939387,20.0,0.0020314422565247043,-0.003154285346055302,0.0021950758785307363,480.73139901192025
0.0,0.0,20.0,893.4508478552683,862.5740204939387,18.0,0.0018282980308722337,-0.004294747911892324,0.0027477382692232587,551.0577468514664
0.0,0.0,21.0,992.6739399363616,862.5740204939387,19.0,0.001929870143698469,-0.004285208647408654,0.003356475722460884,503.6092341053493
0.0,0.0,22.0,1091.8970320174549,862.5740204939387,19.0,0.001929870143698469,-0.003141565439835963,0.002716675569585256,533.6401103901171
0.0,0.0,23.0,1191.1201240985483,862.5740204939387,15.0,0.0015235816923935281,-0.0024740492913135517,0.0026383908749402227,614.4985134822172
0.0,0.0,24.0,99.66611120652131,763.3509284128454,21.0,0.0021330143693509395,-0.003312157909069615,0.0027645333412404612,458.8453807155197
0.0,0.0,25.0,198.8892032876147,763.3509284128454,24.0,0.002437730707829645,-0.002457040896560679,0.00225890013470914,403.55819915735657
0.0,0.0,26.0,298.11229536870803,763.3509284128454,19.0,0.001929870143698469,-0.002917319999628918,0.002298508590249633,539.5662329594549
0.0,0.0,27.0,397.33538744980143,763.3509284128454,28.0,0.002844019159134586,-0.0016084942972281328,0.002729701742683244,375.92718279183913
0.0,0.0,28.0,496.5584795308948,763.3509284128454,21.0,0.0021330143693509395,-0.003128748553440412,0.002571537299702567,447.88049208771804
0.0,0.0,29.0,595.7815716119882,763.3509284128454,22.0,0.0022345864821771747,-0.0018677607706266757,0.0037360770189535496,467.76544107211515
0.0,0.0,30.0,695.0046636930816,763.3509284128454,23.0,0.00233615859500341,-0.001961118709745503,0.0036765515259343366,429.5266593642611
0.0,0.0,31.0,794.227755774175,763.3509284128454,20.0,0.0020314422565247043,-0.0031430976661691286,0.0024903295930859405,450.33250273269675
0.0,0.0,32.0,893.4508478552683,763.3509284128454,17.0,0.0017267259180459985,-0.004331323179269493,0.0033082105674112163,564.5101010393545
0.0,0.0,33.0,992.6739399363616,763.3509284128454,18.0,0.0018282980308722337,-0.004372489328493099,0.003998388663704801,589.3174958555084
0.0,0.0,34.0,1091.8970320174549,763.3509284128454,18.0,0.0018282980308722337,-0.003541380396899491,0.0023369402192455805,477.54269539093923
0.0,0.0,35.0,1191.1201240985483,763.3509284128454,17.0,0.0017267259180459985,-0.0012857934329283344,0.003239323602588561,570.7730465998856
0.0,0.0,36.0,99.66611120652131,664.127836331752,20.0,0.0020314422565247043,-0.003491148789744274,0.002225989606279404,495.20203414136313
0.0,0.0,37.0,198.8892032876147,664.127836331752,24.0,0.002437730707829645,-0.002451731609152736,0.0008844404406461989,467.50537933704146
0.0,0.0,38.0,298.11229536870803,664.127836331752,18.0,0.0018282980308722337,-0.002898400873879202,0.0022914116343537676,517.9736264703638
0.0,0.0,39.0,397.33538744980143,664.127836331752,22.0,0.0022345864821771747,-0.0026248122914630826,0.0027431213636031175,467.4005544530581
0.0,0.0,40.0,496.5584795308948,664.127836331752,20.0,0.0020314422565247043,-0.0026693879962491644,0.0032455910324694407,491.1565938095555
0.0,0.0,41.0,595.7815716119882,664.127836331752,24.0,0.002437730707829645,-0.0018721079475333437,0.004014681892855125,401.6569478264808
0.0,0.0,42.0,695.0046636930816,664.127836331752,21.0,0.0021330143693509395,-0.0026824206015385686,0.0040109107157951995,459.4891906899961
0.0,0.0,43.0,794.227755774175,664.127836331752,25.0,0.0025393028206558803,-0.0037723468028662836,0.004170852946302629,389.40162258108796
0.0,0.0,44.0,893.4508478552683,664.127836331752,20.0,0.0020314422565247043,-0.00373330496328742,0.0032788736906888757,468.2993278094721
0.0,0.0,45.0,992.6739399363616,664.127836331752,23.0,0.00233615859500341,-0.004279650446214941,0.0030582916358583134,468.77326292383515
0.0,0.0,46.0,1091.8970320174549,664.127836331752,17.0,0.0017267259180459985,-0.003623075125578825,0.0006633060599601946,573.0222393507914
0.0,0.0,47.0,1191.1201240985483,664.127836331752,19.0,0.001929870143698469,-0.003312068037466643,0.0011330557390726466,490.5673170812726
0.0,0.0,48.0,99.66611120652131,564.9047442506586,14.0,0.001422009579567293,-0.0028926807361157256,0.004243744098690798,568.3836121541732
0.0,0.0,49.0,198.8892032876147,564.9047442506586,19.0,0.001929870143698469,-0.003116402803230969,0.0025157729801062122,481.4390870073019
0.0,0.0,50.0,298.11229536870803,564.9047442506586,16.0,0.0016251538052197633,-0.003405277669916256,0.0023746505106536225,590.1536943575138
0.0,0.0,51.0,397.33538744980143,564.9047442506586,18.0,0.0018282980308722337,-0.003442886213998545,0.00164702695397974,551.8910113236402
0.0,0.0,52.0,496.5584795308948,564.9047442506586,19.0,0.001929870143698469,-0.0027080619253762967,0.003781141278484483,502.4640359352898
0.0,0.0,53.0,595.7815716119882,564.9047442506586,20.0,0.0020314422565247043,-0.002128019903915659,0.0035674609479444085,459.05713383993725
0.0,0.0,54.0,695.0046636930816,564.9047442506586,19.0,0.001929870143698469,-0.002650353509727603,0.00316531201853759,584.3846195954778
0.0,0.0,55.0,794.227755774175,564.9047442506586,17.0,0.0017267259180459985,-0.003788201231732136,0.0046616586465793,544.5283223462295
0.0,0.0,56.0,893.4508478552683,564.9047442506586,15.0,0.0015235816923935281,-0.004399976143726139,0.0032108454609027282,604.9500067982641
0.0,0.0,57.0,992.6739399363616,564.9047442506586,16.0,0.0016251538052197633,-0.004546961639623954,0.0028145560859853,551.3496828197104
0.0,0.0,58.0,1091.8970320174549,564.9047442506586,20.0,0.0020314422565247043,-0.004692121052327821,0.0018417598479294863,526.319180923362
0.0,0.0,59.0,1191.1201240985483,564.9047442506586,21.0,0.0021330143693509395,-0.0032402134999300375,0.0013356390441052256,509.70636869915757
0.0,0.0,60.0,99.66611120652131,465.6816521695652,16.0,0.0016251538052197633,-0.0017737604144494135,0.0037999178717260103,624.019733688737
0.0,0.0,61.0,198.8892032876147,465.6816521695652,18.0,0.0018282980308722337,-0.0016268319873446436,0.0023453060793146596,547.3608692636524
0.0,0.0,62.0,298.11229536870803,465.6816521695652,20.0,0.0020314422565247043,-0.0037163039735120295,0.0010970547198730079,481.6503371551768
0.0,0.0,63.0,397.33538744980143,465.6816521695652,19.0,0.001929870143698469,-0.004239248380540912,0.0011947629516254785,513.5602279131492
0.0,0.0,64.0,496.5584795308948,465.6816521695652,19.0,0.001929870143698469,-0.003436760293343719,0.0026803989467190223,577.9915230150478
0.0,0.0,65.0,595.7815716119882,465.6816521695652,23.0,0.00233615859500341,-0.002281392081253113,0.003008348502042672,423.3269267635795
0.0,0.0,66.0,695.0046636930816,465.6816521695652,18.0,0.0018282980308722337,-0.0017896955958638934,0.003109821221343498,565.7161598901313
0.0,0.0,67.0,794.227755774175,465.6816521695652,18.0,0.0018282980308722337,-0.0025581006218386333,0.0023479934693932934,542.9715606355816
0.0,0.0,68.0,893.4508478552683,465.6816521695652,17.0,0.0017267259180459985,-0.004436837959240115,0.0032953813231493493,594.3833572447478
0.0,0.0,69.0,992.6739399363616,465.6816521695652,18.0,0.0018282980308722337,-0.004973360274790495,0.003957599703972232,599.4222945955329
0.0,0.0,70.0,1091.8970320174549,465.6816521695652,15.0,0.0015235816923935281,-0.004156531460905088,0.002306348578581832,619.9628506405865
0.0,0.0,71.0,1191.1201240985483,465.6816521695652,20.0,0.0020314422565247043,-0.0026290199088150387,0.0015712345180398687,505.10966607670434
0.0,0.0,72.0,99.66611120652131,366.45856008847176,19.0,0.001929870143698469,-0.0017428307874103183,0.002708825921974491,577.0353381351924
0.0,0.0,73.0,198.8892032876147,366.45856008847176,15.0,0.0015235816923935281,-0.0016898471001014525,0.0014663605397953773,582.4166576915891
0.0,0.0,74.0,298.11229536870803,366.45856008847176,21.0,0.0021330143693509395,-0.003992289517665406,0.000749534906621503,459.7105003687224
0.0,0.0,75.0,397.33538744980143,366.45856008847176,17.0,0.0017267259180459985,-0.0051756398354197855,0.00103768980595904,636.6085338611897
0.0,0.0,76.0,496.5584795308948,366.45856008847176,14.0,0.001422009579567293,-0.004440327552262531,0.0025393580578374556,584.6196949480003
0.0,0.0,77.0,595.7815716119882,366.45856008847176,17.0,0.0017267259180459985,-0.005087230713567011,0.002910602205655978,568.0889270739438
0.0,0.0,78.0,695.0046636930816,366.45856008847176,24.0,0.002437730707829645,-0.0031246373208244104,0.001305147076346277,440.016453844797
0.0,0.0,79.0,794.227755774175,366.45856008847176,22.0,0.0022345864821771747,-0.0023993403726405354,0.0017159597453116036,431.1711540924822
0.0,0.0,80.0,893.4508478552683,366.45856008847176,19.0,0.001929870143698469,-0.003258348512438643,0.002967402821114078,497.938835399229
0.0,0.0,81.0,992.6739399363616,366.45856008847176,19.0,0.001929870143698469,-0.004424232069094463,0.0036656040463313292,475.94658316255004
0.0,0.0,82.0,1091.8970320174549,366.45856008847176,20.0,0.0020314422565247043,-0.0031516569831374743,0.0024237395992250743,531.5687470980574
0.0,0.0,83.0,1191.1201240985483,366.45856008847176,20.0,0.0020314422565247043,-0.0014641305531546773,0.0013719925914157432,438.0377441263669
0.0,0.0,84.0,99.66611120652131,267.2354680073784,17.0,0.0017267259180459985,-0.0021071843987877687,0.003059669333753561,551.0895034096435
0.0,0.0,85.0,198.8892032876147,267.2354680073784,20.0,0.0020314422565247043,-0.002433105073109043,0.0015530301196902386,508.7326061127619
0.0,0.0,86.0,298.11229536870803,267.2354680073784,19.0,0.001929870143698469,-0.002688413308373402,0.00013996149034435786,501.3410746229012
0.0,0.0,87.0,397.33538744980143,267.2354680073784,17.0,0.0017267259180459985,-0.0042625612295918314,0.001318215240794721,548.0574424636718
0.0,0.0,88.0,496.5584795308948,267.2354680073784,17.0,0.0017267259180459985,-0.00487475405414255,0.0026772408496103343,583.6965850581263
0.0,0.0,89.0,595.7815716119882,267.2354680073784,16.0,0.0016251538052197633,-0.0042608176874373155,0.002343395311557431,579.261108607705
0.0,0.0,90.0,695.0046636930816,267.2354680073784,23.0,0.00233615859500341,-0.002497804304209963,0.0010690201667639438,439.8871013991779
0.0,0.0,91.0,794.227755774175,267.2354680073784,29.0,0.002945591271960821,-0.0031834376422648788,0.0015734093294796228,354.23007554721625
0.0,0.0,92.0,893.4508478552683,267.2354680073784,20.0,0.0020314422565247043,-0.0032499158932264892,0.0024007037363626797,551.5424485796464
0.0,0.0,93.0,992.6739399363616,267.2354680073784,23.0,0.00233615859500341,-0.00274288989233264,0.001317782629442354,418.550836463795
0.0,0.0,94.0,1091.8970320174549,267.2354680073784,25.0,0.0025393028206558803,-0.002155991155782231,0.0025171135132017962,416.15434130798786
0.0,0.0,95.0,1191.1201240985483,267.2354680073784,19.0,0.001929870143698469,-0.0017274658484269037,0.0019232850327486515,548.2052521646619
0.0,0.0,96.0,99.66611120652131,168.01237592628507,17.0,0.0017267259180459985,-0.0033338876621182324,0.0030087410333382784,583.6095997031188
0.0,0.0,97.0,198.8892032876147,168.01237592628507,20.0,0.0020314422565247043,-0.002481735409227478,0.0027022433991073114,456.26863188798626
0.0,0.0,98.0,298.11229536870803,168.01237592628507,15.0,0.0015235816923935281,-0.003786001892296082,0.002740648545953194,655.9598758384994
0.0,0.0,99.0,397.33538744980143,168.01237592628507,18.0,0.0018282980308722337,-0.00407257522443464,0.0015758639591983694,552.0553169942098
0.0,0.0,100.0,496.5584795308948,168.01237592628507,18.0,0.0018282980308722337,-0.004511911689851606,0.000996768103676631,555.3296942862736
0.0,0.0,101.0,595.7815716119882,168.01237592628507,16.0,0.0016251538052197633,-0.003397166077848727,0.003127463167580958,507.1059799741239
0.0,0.0,102.0,695.0046636930816,168.01237592628507,24.0,0.002437730707829645,-0.002800770429776398,0.002033197075806769,431.87452106211185
0.0,0.0,103.0,794.227755774175,168.01237592628507,23.0,0.00233615859500341,-0.002740024248641587,0.002416581938389965,426.33035277902087
0.0,0.0,104.0,893.4508478552683,168.01237592628507,20.0,0.0020314422565247043,-0.0018656947044427285,0.0029573615361390125,435.5238673666537
0.0,0.0,105.0,992.6739399363616,168.01237592628507,20.0,0.0020314422565247043,-0.002469593218864219,0.0016940894646921016,548.5426964798202
0.0,0.0,106.0,1091.8970320174549,168.01237592628507,22.0,0.0022345864821771747,-0.0017924427320281612,0.001772493905446758,407.261478264803
0.0,0.0,107.0,1191.1201240985483,168.01237592628507,19.0,0.001929870143698469,-0.0022886109316230877,0.003358213535003533,563.7599341055687
0.0,0.0,108.0,99.66611120652131,68.78928384519179,17.0,0.0017267259180459985,-0.002463918607384217,0.0023576894909926684,524.1737492745015
0.0,0.0,109.0,198.8892032876147,68.78928384519179,16.0,0.0016251538052197633,-0.0033738382607202497,0.0024675085853667353,571.8145408951084
0.0,0.0,110.0,298.11229536870803,68.78928384519179,15.0,0.0015235816923935281,-0.004272711145188552,0.0031844698018049324,594.6128328955768
0.0,0.0,111.0,397.33538744980143,68.78928384519179,15.0,0.0015235816923935281,-0.003733777476469646,0.002598513459249543,608.8792595487402
0.0,0.0,112.0,496.5584795308948,68.78928384519179,18.0,0.0018282980308722337,-0.0030248850153383154,0.0015924002955477786,563.0637969223666
0.0,0.0,113.0,595.7815716119882,68.78928384519179,13.0,0.0013204374667410577,-0.0031973565101639885,0.0024789899357120708,722.8492559943905
0.0,0.0,114.0,695.0046636930816,68.78928384519179,18.0,0.0018282980308722337,-0.0027422276704473303,0.0011364073983101905,480.7466559670447
0.0,0.0,115.0,794.227755774175,68.78928384519179,22.0,0.0022345864821771747,-0.003046868481722068,0.0031808939166232996,466.9780541573081
0.0,0.0,116.0,893.4508478552683,68.78928384519179,16.0,0.0016251538052197633,-0.003151483892532163,0.0025599179963226183,609.9319894523176
0.0,0.0,117.0,992.6739399363616,68.78928384519179,14.0,0.001422009579567293,-0.002589229997245006,0.0015942988475368006,546.9115435522991
0.0,0.0,118.0,1091.8970320174549,68.78928384519179,15.0,0.0015235816923935281,-0.0007916812116604136,0.002070783872261719,673.7048882600058
0.0,0.0,119.0,1191.1201240985483,68.78928384519179,23.0,0.00233615859500341,-0.0016513210386087808,0.002162827392939692,400.7139761519078
1.0,600.2135620117188,0.0,99.66611120652131,961.7971125750321,15.0,0.0015235816923935281,-0.0022640149992402044,0.00012771958738632888,616.6110149609682
1.0,600.2135620117188,1.0,198.8892032876147,961.7971125750321,20.0,0.0020314422565247043,-0.00259758149428008,-0.0007744534250680137,481.20671184463924
1.0,600.2135620117188,2.0,298.11229536870803,961.7971125750321,19.0,0.001929870143698469,-0.0017308710035975174,0.0005371228832584869,441.76853292212934
1.0,600.2135620117188,3.0,397.33538744980143,961.7971125750321,19.0,0.001929870143698469,-0.00189974795543434,0.0011302522523764153,550.0286744936888
1.0,600.2135620117188,4.0,496.5584795308948,961.7971125750321,23.0,0.00233615859500341,-0.0024366980981212036,0.00018584402397754698,372.9116197337403
1.0,600.2135620117188,5.0,595.7815716119882,961.7971125750321,21.0,0.0021330143693509395,-0.002041145724867863,0.0005630074163747361,521.6269127578225
1.0,600.2135620117188,6.0,695.0046636930816,961.7971125750321,19.0,0.001929870143698469,-0.0016252395748177645,0.0016948134300880343,506.8002231811465
1.0,600.2135620117188,7.0,794.227755774175,961.7971125750321,19.0,0.001929870143698469,-0.0012895336522953974,-0.0008822777593350884,504.29857669315214
1.0,600.2135620117188,8.0,893.4508478552683,961.7971125750321,17.0,0.0017267259180459985,-0.00326184472984944,0.0006707300266606901,525.5530884753326
1.0,600.2135620117188,9.0,992.6739399363616,961.7971125750321,21.0,0.0021330143693509395,-0.003953965592947912,0.0017203206562211419,468.57294704862466
1.0,600.2135620117188,10.0,1091.8970320174549,961.7971125750321,16.0,0.0016251538052197633,-0.0018977467292228024,-0.00011791139863515635,556.076404878415
1.0,600.2135620117188,11.0,1191.1201240985483,961.7971125750321,19.0,0.001929870143698469,-0.0006501506052370123,-0.0006431995532018873,495.5706100572611
1.0,600.2135620117188,12.0,99.66611120652131,862.5740204939387,17.0,0.0017267259180459985,-0.0017062579925781242,0.0007587649541219683,579.6828322484998
1.0,600.2135620117188,13.0,198.8892032876147,862.5740204939387,17.0,0.0017267259180459985,-0.0012378635392003043,0.0016081187808698921,515.7858757559322
1.0,600.2135620117188,14.0,298.11229536870803,862.5740204939387,20.0,0.0020314422565247043,-0.0004947237647251091,0.0008339462046531177,510.33810723661253
1.0,600.2135620117188,15.0,397.33538744980143,862.5740204939387,13.0,0.0013204374667410577,-0.0008024327170424763,0.0009841181021482688,734.2567639796446
1.0,600.2135620117188,16.0,496.5584795308948,862.5740204939387,23.0,0.00233615859500341,-0.0016858406709138033,0.0007553065496789417,406.57387155818185
1.0,600.2135620117188,17.0,595.7815716119882,862.5740204939387,19.0,0.001929870143698469,-0.0020189110992998773,0.00038520440770044116,515.9840453992949
1.0,600.2135620117188,18.0,695.0046636930816,862.5740204939387,18.0,0.0018282980308722337,-0.0020206610687194763,0.00025644720652815377,504.0193805912825
1.0,600.2135620117188,19.0,794.227755774175,862.5740204939387,20.0,0.0020314422565247043,-0.0020252658980757688,-0.0005162056579499925,470.3273292290725
1.0,600.2135620117188,20.0,893.4508478552683,862.5740204939387,18.0,0.0018282980308722337,-0.0031454559491829086,0.0004943503028171691,550.4474686464938
1.0,600.2135620117188,21.0,992.6739399363616,862.5740204939387,19.0,0.001929870143698469,-0.002341797464080339,0.0005588516393994059,498.9839677097687
1.0,600.2135620117188,22.0,1091.8970320174549,862.5740204939387,19.0,0.001929870143698469,-0.0034030974870872975,-0.001188979431365985,539.0547852330204
1.0,600.2135620117188,23.0,1191.1201240985483,862.5740204939387,17.0,0.0017267259180459985,-0.001977414124560958,0.0007129590745306539,589.9595306186577
1.0,600.2135620117188,24.0,99.66611120652131,763.3509284128454,21.0,0.0021330143693509395,-0.002515879773029364,0.00023949913991167513,445.16441875789576
1.0,600.2135620117188,25.0,198.8892032876147,763.3509284128454,26.0,0.0026408749334821155,-0.0023184574325724933,0.000524453060375763,403.3334073333357
1.0,600.2135620117188,26.0,298.11229536870803,763.3509284128454,18.0,0.0018282980308722337,-0.0010703062128142127,0.00046866829403378283,504.1719501425254
1.0,600.2135620117188,27.0,397.33538744980143,763.3509284128454,28.0,0.002844019159134586,-0.0018953952768530642,0.0006129409811791523,392.442417566787
1.0,600.2135620117188,28.0,496.5584795308948,763.3509284128454,20.0,0.0020314422565247043,-0.0007492618531044729,0.001079417113321104,466.9895768926464
1.0,600.2135620117188,29.0,595.7815716119882,763.3509284128454,22.0,0.0022345864821771747,-0.0005912824335605357,0.002049646036229941,472.64339903213965
1.0,600.2135620117188,30.0,695.0046636930816,763.3509284128454,22.0,0.0022345864821771747,-0.0018124285018638,0.0007226763733837107,450.99986115439293
1.0,600.2135620117188,31.0,794.227755774175,763.3509284128454,22.0,0.0022345864821771747,-0.0024645600998795553,0.0004843126773031799,427.37825371017976
1.0,600.2135620117188,32.0,893.4508478552683,763.3509284128454,17.0,0.0017267259180459985,-0.0036544290949301985,0.0007755366787817605,575.2092997052627
1.0,600.2135620117188,33.0,992.6739399363616,763.3509284128454,18.0,0.0018282980308722337,-0.002251384195875619,0.001970416781382907,559.3903915732055
1.0,600.2135620117188,34.0,1091.8970320174549,763.3509284128454,18.0,0.0018282980308722337,-0.001143886746041514,-0.0005340897666910898,517.2107787141483
1.0,600.2135620117188,35.0,1191.1201240985483,763.3509284128454,15.0,0.0015235816923935281,-0.00026391526900872815,0.0016251630017930711,601.0066707045953
1.0,600.2135620117188,36.0,99.66611120652131,664.127836331752,19.0,0.001929870143698469,-0.0024114879007820556,0.00041737492424271576,508.0566056395616
1.0,600.2135620117188,37.0,198.8892032876147,664.127836331752,24.0,0.002437730707829645,-0.002019667919217604,-0.0005206295881179245,454.1702137524273
1.0,600.2135620117188,38.0,298.11229536870803,664.127836331752,18.0,0.0018282980308722337,-0.0020361867071574556,-0.0018746239041679631,529.3811344556182
1.0,600.2135620117188,39.0,397.33538744980143,664.127836331752,22.0,0.0022345864821771747,-0.00122078726939622,0.0002177729700015002,444.09582223065735
1.0,600.2135620117188,40.0,496.5584795308948,664.127836331752,20.0,0.0020314422565247043,-0.0006444943018295506,0.00121511110875448,481.73483721432694
1.0,600.2135620117188,41.0,595.7815716119882,664.127836331752,24.0,0.002437730707829645,-0.001049576602634244,0.00261511557866794,419.1378975631435
1.0,600.2135620117188,42.0,695.0046636930816,664.127836331752,20.0,0.0020314422565247043,-0.0016552783723049673,0.0022029594233012864,465.5636383944896
1.0,600.2135620117188,43.0,794.227755774175,664.127836331752,26.0,0.0026408749334821155,-0.0024279841465933956,0.0017530424278828951,387.98527158964254
1.0,600.2135620117188,44.0,893.4508478552683,664.127836331752,21.0,0.0021330143693509395,-0.0030719566652165652,0.0007645450599830391,479.86980019451556
1.0,600.2135620117188,45.0,992.6739399363616,664.127836331752,23.0,0.00233615859500341,-0.0025170997149913917,0.0009750860323171767,482.58718563705753
1.0,600.2135620117188,46.0,1091.8970320174549,664.127836331752,17.0,0.0017267259180459985,-0.0029062204638045826,-0.001014465851706644,587.7600437848998
1.0,600.2135620117188,47.0,1191.1201240985483,664.127836331752,20.0,0.0020314422565247043,-0.0016071739300602462,-0.0017776197123952734,498.1172861820393
